maker-21-augustus-gene-31.0-mRNA-1	IPR006769,IPR039055
augustus_masked-447-processed-gene-0.69-mRNA-1	IPR001452,IPR026791,IPR026799,IPR027007,IPR032376
augustus_masked-43-processed-gene-6.22-mRNA-1	IPR011019,IPR029901
augustus_masked-189-processed-gene-0.21-mRNA-1	IPR000425,IPR034294
snap_masked-0start-processed-gene-538.5-mRNA-1	IPR000299,IPR019748
snap_masked-59-processed-gene-20.4-mRNA-1	IPR031643
maker-12-snap-gene-3.2-mRNA-1	IPR003598,IPR003599,IPR007110,IPR013098,IPR015129,IPR039696
maker-22-snap-gene-18.2-mRNA-1	IPR028236
maker-10-augustus-gene-34.2-mRNA-1	IPR000460,IPR002018,IPR030022
maker-1-augustus-gene-147.1-mRNA-1	IPR000276,IPR001556,IPR001966,IPR017452
maker-213-augustus-gene-2.27-mRNA-1	IPR001734
maker-15-snap-gene-37.7-mRNA-1	IPR003593,IPR003959
augustus_masked-56-processed-gene-13.1-mRNA-1	IPR026195
augustus_masked-220-processed-gene-50.19-mRNA-1	IPR000500,IPR002267,IPR013092,IPR019570
maker-12-augustus-gene-143.18-mRNA-1	IPR037692
maker-36-augustus-gene-6.13-mRNA-1	IPR006683,IPR033120,IPR040170
snap_masked-16-processed-gene-3.20-mRNA-1	IPR013057
snap_masked-180-processed-gene-6.3-mRNA-1	IPR001478
maker-0start-augustus-gene-148.1-mRNA-1	IPR000403,IPR003151,IPR003152,IPR012582,IPR014009
maker-4-snap-gene-339.14-mRNA-1	IPR000294,IPR027118
maker-59-augustus-gene-161.12-mRNA-1	IPR022776,IPR032845
maker-59-augustus-gene-162.6-mRNA-1	IPR002423,IPR017998
maker-172-snap-gene-19.7-mRNA-1	IPR002049,IPR008211
augustus_masked-0start-processed-gene-471.4-mRNA-1	IPR007053,IPR028815
maker-4-augustus-gene-335.0-mRNA-1	IPR007632,IPR031293,IPR032394
snap_masked-13-processed-gene-10.0-mRNA-1	IPR001356
maker-187-snap-gene-1.32-mRNA-1	IPR001680
snap_masked-186-processed-gene-5.34-mRNA-1	IPR004012
snap_masked-16-processed-gene-144.16-mRNA-1	IPR001627,IPR031148
augustus_masked-12-processed-gene-76.1-mRNA-1	IPR001394,IPR003903,IPR028889,IPR032069
maker-6-snap-gene-74.2-mRNA-1	IPR000772,IPR001680,IPR017986,IPR020472,IPR024977
augustus_masked-451-processed-gene-4.4-mRNA-1	IPR000210,IPR006652,IPR011705
maker-112766-augustus-gene-0.12-mRNA-1	IPR005024
maker-367-snap-gene-0.11-mRNA-1	IPR000023,IPR022953
augustus_masked-111635-processed-gene-2.32-mRNA-1	IPR026667,IPR029199
snap_masked-59-processed-gene-129.1-mRNA-1	IPR008408
maker-368-augustus-gene-38.0-mRNA-1	IPR000834,IPR040626
snap_masked-114-processed-gene-6.7-mRNA-1	IPR000210,IPR006652,IPR011705
snap_masked-52-processed-gene-5.4-mRNA-1	IPR000504
maker-67-augustus-gene-45.0-mRNA-1	IPR000504
snap_masked-292-processed-gene-6.26-mRNA-1	IPR006800
maker-0start-augustus-gene-192.0-mRNA-1	IPR001012,IPR012989
maker-459-snap-gene-4.8-mRNA-1	IPR001322,IPR039008
maker-398-snap-gene-8.33-mRNA-1	IPR022158,IPR034753,IPR040242
maker-329-augustus-gene-1.18-mRNA-1	IPR001349
maker-16-augustus-gene-23.2-mRNA-1	IPR001496,IPR002110,IPR020683
snap_masked-386-processed-gene-0.30-mRNA-1	IPR002172,IPR015526,IPR020067
augustus_masked-58-processed-gene-5.2-mRNA-1	IPR000276,IPR000723,IPR001151,IPR017452
augustus_masked-129210-processed-gene-0.1-mRNA-1	IPR000477
augustus_masked-30-processed-gene-2.6-mRNA-1	IPR001650,IPR010716,IPR011545,IPR014001,IPR032284
maker-398-snap-gene-4.11-mRNA-1	IPR002110,IPR020683,IPR030233
maker-209-augustus-gene-2.49-mRNA-1	IPR015484
snap_masked-44-processed-gene-7.3-mRNA-1	IPR001090
maker-187-snap-gene-1.37-mRNA-1	IPR021893
maker-276-snap-gene-1.11-mRNA-1	IPR000197,IPR000433,IPR001487,IPR003101,IPR010303,IPR013178,IPR014744,IPR031162
maker-4-snap-gene-308.2-mRNA-1	IPR000980,IPR028410
maker-18-augustus-gene-20.0-mRNA-1	IPR001611,IPR003591
snap_masked-377-processed-gene-26.0-mRNA-1	IPR001849
maker-264-augustus-gene-0.20-mRNA-1	IPR026769
maker-268-snap-gene-29.35-mRNA-1	IPR001680,IPR017986,IPR032028
maker-323-snap-gene-67.29-mRNA-1	IPR000626,IPR039751
maker-68-augustus-gene-57.13-mRNA-1	IPR009106
maker-263-augustus-gene-4.10-mRNA-1	IPR001320,IPR001508,IPR001828,IPR019594
snap_masked-7-processed-gene-2.21-mRNA-1	IPR000175
maker-435-augustus-gene-2.27-mRNA-1	IPR001806
maker-7-augustus-gene-5.7-mRNA-1	IPR001247,IPR015847
snap_masked-323-processed-gene-99.2-mRNA-1	IPR003968,IPR005821,IPR028325
augustus_masked-488-processed-gene-1.16-mRNA-1	IPR024872
maker-15-snap-gene-0.2-mRNA-1	IPR000276,IPR017452
augustus_masked-54-processed-gene-112.6-mRNA-1	IPR030770
snap_masked-16-processed-gene-3.19-mRNA-1	IPR001019
maker-172-augustus-gene-6.0-mRNA-1	IPR001487,IPR027353
snap_masked-3-processed-gene-47.13-mRNA-1	IPR028022
maker-398-augustus-gene-24.11-mRNA-1	IPR001279,IPR011108,IPR022712
maker-50-snap-gene-7.7-mRNA-1	IPR026064
augustus_masked-62-processed-gene-55.2-mRNA-1	IPR000731,IPR003392
maker-399-snap-gene-1.0-mRNA-1	IPR001101,IPR018159,IPR041615
maker-113063-augustus-gene-0.6-mRNA-1	IPR001932,IPR015655
maker-84-augustus-gene-1.15-mRNA-1	IPR001451,IPR005835
maker-67-augustus-gene-35.0-mRNA-1	IPR018450
augustus_masked-145-processed-gene-2.11-mRNA-1	IPR002126,IPR030718,IPR041149
maker-55-augustus-gene-10.17-mRNA-1	IPR013026,IPR019734,IPR033053
maker-2-snap-gene-250.0-mRNA-1	IPR000476
maker-126-augustus-gene-15.16-mRNA-1	IPR000008,IPR000341,IPR000403,IPR001263,IPR001683,IPR002420,IPR015433
maker-0start-augustus-gene-76.3-mRNA-1	IPR001073,IPR011489
snap_masked-18-processed-gene-8.15-mRNA-1	IPR013098
maker-11-snap-gene-33.3-mRNA-1	IPR002319,IPR004530
augustus_masked-229-processed-gene-8.5-mRNA-1	IPR000276,IPR000761,IPR001671,IPR017452
maker-19-augustus-gene-42.21-mRNA-1	IPR003599
maker-468-augustus-gene-2.1-mRNA-1	IPR001870,IPR003877
snap_masked-323-processed-gene-51.19-mRNA-1	IPR002948,IPR004841,IPR018491
maker-208-snap-gene-3.6-mRNA-1	IPR000504
snap_masked-7-processed-gene-147.1-mRNA-1	IPR024743,IPR041658
snap_masked-12-processed-gene-191.4-mRNA-1	IPR000742
maker-364-augustus-gene-0.18-mRNA-1	IPR001806
maker-444-snap-gene-6.13-mRNA-1	IPR013026,IPR019734,IPR024660
maker-58-augustus-gene-0.9-mRNA-1	IPR006762
snap_masked-186-processed-gene-2.1-mRNA-1	IPR002068
snap_masked-208-processed-gene-0.9-mRNA-1	IPR000980,IPR035043
maker-337-snap-gene-1.11-mRNA-1	IPR030225
maker-34-augustus-gene-3.7-mRNA-1	IPR001846,IPR014853,IPR028580
maker-1-augustus-gene-249.20-mRNA-1	IPR005120,IPR034978,IPR039722
snap_masked-471-processed-gene-9.14-mRNA-1	IPR007273
maker-26-augustus-gene-95.5-mRNA-1	IPR009071,IPR024970,IPR039259
maker-13-augustus-gene-117.1-mRNA-1	IPR001452,IPR004148,IPR028503
augustus_masked-439-processed-gene-1.25-mRNA-1	IPR000315,IPR001841,IPR027370
maker-112777-augustus-gene-0.6-mRNA-1	IPR008826
maker-0start-augustus-gene-95.0-mRNA-1	IPR019518,IPR033316,IPR033594
maker-6-augustus-gene-351.11-mRNA-1	IPR029717,IPR029719,IPR031802
maker-7-snap-gene-43.16-mRNA-1	IPR008467,IPR022780
maker-12-snap-gene-72.33-mRNA-1	IPR000159,IPR000299,IPR000857,IPR019748,IPR019749
maker-16-augustus-gene-111.9-mRNA-1	IPR033774,IPR039958
maker-268-augustus-gene-38.19-mRNA-1	IPR029405,IPR042425
snap_masked-6-processed-gene-255.8-mRNA-1	IPR019179
augustus_masked-111735-processed-gene-0.3-mRNA-1	IPR000725,IPR017452
augustus_masked-0start-processed-gene-133.2-mRNA-1	IPR025946
maker-18-augustus-gene-68.6-mRNA-1	IPR005959,IPR011234,IPR015377
maker-398-augustus-gene-20.29-mRNA-1	IPR000719
maker-49-augustus-gene-28.8-mRNA-1	IPR000082,IPR000859,IPR001254,IPR001314,IPR002172
maker-2-snap-gene-140.10-mRNA-1	IPR001839,IPR015615
augustus_masked-375-processed-gene-0.27-mRNA-1	IPR039008
snap_masked-209-processed-gene-4.35-mRNA-1	IPR003961,IPR033029
snap_masked-95-processed-gene-6.37-mRNA-1	IPR003439,IPR026082,IPR030369
maker-130-augustus-gene-2.15-mRNA-1	IPR001356,IPR020479,IPR025281
maker-19-augustus-gene-41.12-mRNA-1	IPR000990,IPR039099
augustus_masked-1-processed-gene-28.12-mRNA-1	IPR039584
maker-223-snap-gene-3.11-mRNA-1	IPR001680,IPR013923,IPR017986,IPR020472
snap_masked-0start-processed-gene-134.4-mRNA-1	IPR000210,IPR011705,IPR030584
snap_masked-0start-processed-gene-218.3-mRNA-1	IPR001128
maker-4-augustus-gene-123.13-mRNA-1	IPR028099
snap_masked-1-processed-gene-384.1-mRNA-1	IPR015940
snap_masked-15-processed-gene-44.18-mRNA-1	IPR009422
maker-8-augustus-gene-120.8-mRNA-1	IPR039431,IPR041212
maker-64-augustus-gene-19.21-mRNA-1	IPR002318,IPR012947,IPR018164,IPR018165
maker-84-snap-gene-3.10-mRNA-1	IPR000058
maker-50-augustus-gene-2.11-mRNA-1	IPR013087,IPR029794
augustus_masked-112136-processed-gene-0.3-mRNA-1	IPR000504,IPR003954
maker-72-snap-gene-11.2-mRNA-1	IPR001680,IPR006692,IPR017986,IPR020472
augustus_masked-2-processed-gene-194.7-mRNA-1	IPR028325
augustus_masked-422-processed-gene-26.0-mRNA-1	IPR014730,IPR014731
maker-49-augustus-gene-27.14-mRNA-1	IPR001763
augustus_masked-21-processed-gene-41.4-mRNA-1	IPR027953
snap_masked-3-processed-gene-218.0-mRNA-1	IPR030447
maker-490-snap-gene-2.21-mRNA-1	IPR000225,IPR028432,IPR028435
maker-3-augustus-gene-116.3-mRNA-1	IPR013026,IPR013105,IPR019734,IPR021183
maker-32-snap-gene-146.4-mRNA-1	IPR040214
maker-99-snap-gene-57.0-mRNA-1	IPR000095,IPR000719,IPR000961,IPR001180,IPR001849,IPR002219,IPR014930,IPR031597,IPR033232
maker-111605-augustus-gene-0.1-mRNA-1	IPR011016
maker-19-augustus-gene-17.10-mRNA-1	IPR000536
augustus_masked-23-processed-gene-22.37-mRNA-1	IPR000276,IPR017452
maker-40-augustus-gene-2.36-mRNA-1	IPR000253,IPR001965,IPR019787,IPR031966,IPR042163
maker-112598-augustus-gene-0.2-mRNA-1	IPR000905,IPR017861,IPR022450
maker-110684-augustus-gene-0.3-mRNA-1	IPR002347
augustus_masked-18-processed-gene-127.8-mRNA-1	IPR007518,IPR033979
maker-3-augustus-gene-113.1-mRNA-1	IPR000756,IPR001206,IPR001660,IPR001849,IPR002219,IPR037607
maker-109-snap-gene-60.26-mRNA-1	IPR003342,IPR016093,IPR027005,IPR032421
maker-112514-augustus-gene-1.4-mRNA-1	IPR005817,IPR026535
maker-252613-snap-gene-0.0-mRNA-1	IPR013087
maker-168-augustus-gene-12.0-mRNA-1	IPR003599,IPR007110,IPR013106,IPR027115
maker-283-snap-gene-6.16-mRNA-1	IPR000504
maker-147-augustus-gene-2.9-mRNA-1	IPR020801
augustus_masked-58-processed-gene-4.32-mRNA-1	IPR001970,IPR004709,IPR006153,IPR018422,IPR032103
maker-283-augustus-gene-15.17-mRNA-1	IPR001650,IPR011545,IPR014001,IPR014014
maker-15-augustus-gene-27.17-mRNA-1	IPR001819,IPR001990
maker-433-augustus-gene-0.5-mRNA-1	IPR001452,IPR003134,IPR028534
maker-16-augustus-gene-55.2-mRNA-1	IPR000008,IPR002035,IPR010734
snap_masked-446-processed-gene-1.45-mRNA-1	IPR001496,IPR002110,IPR020683
maker-418-augustus-gene-0.20-mRNA-1	IPR001452,IPR006020,IPR013625,IPR039801,IPR041418
maker-488-augustus-gene-0.0-mRNA-1	IPR027963
snap_masked-2-processed-gene-306.3-mRNA-1	IPR013087
snap_masked-126-processed-gene-11.22-mRNA-1	IPR001223,IPR002557,IPR011583
maker-197-augustus-gene-22.50-mRNA-1	IPR010708
maker-39-augustus-gene-0.1-mRNA-1	IPR007527
augustus_masked-21-processed-gene-64.10-mRNA-1	IPR010504,IPR030793,IPR030798
augustus_masked-6-processed-gene-106.14-mRNA-1	IPR002591,IPR029889
snap_masked-371-processed-gene-3.11-mRNA-1	IPR002181,IPR003961,IPR033079
maker-1-augustus-gene-291.4-mRNA-1	IPR007797
maker-25-snap-gene-95.18-mRNA-1	IPR012978
maker-4-augustus-gene-331.12-mRNA-1	IPR026728,IPR026854
maker-130-snap-gene-2.12-mRNA-1	IPR001356,IPR017995,IPR020479
augustus_masked-48-processed-gene-5.1-mRNA-1	IPR012617,IPR025160,IPR039223
augustus_masked-13-processed-gene-170.13-mRNA-1	IPR000445,IPR003265,IPR003651,IPR029119
maker-49-augustus-gene-31.31-mRNA-1	IPR001849
maker-1-augustus-gene-153.5-mRNA-1	IPR001496,IPR002110,IPR020683
maker-404-snap-gene-1.7-mRNA-1	IPR001347
augustus_masked-213-processed-gene-2.43-mRNA-1	IPR000187,IPR003620
maker-468-snap-gene-12.0-mRNA-1	IPR042351
maker-6-augustus-gene-45.10-mRNA-1	IPR001464,IPR008156,IPR018502
maker-398-snap-gene-8.30-mRNA-1	IPR001660,IPR002117,IPR010991,IPR011615,IPR032646
maker-322-augustus-gene-1.7-mRNA-1	IPR001452,IPR013078
maker-153-augustus-gene-124.4-mRNA-1	IPR001452,IPR001478,IPR004172,IPR014775
snap_masked-32-processed-gene-141.8-mRNA-1	IPR001304,IPR001870,IPR003877,IPR003879,IPR006574
maker-213-augustus-gene-1.18-mRNA-1	IPR006680,IPR030626
augustus_masked-291-processed-gene-13.8-mRNA-1	IPR011387,IPR013979
snap_masked-418-processed-gene-0.12-mRNA-1	IPR001611
snap_masked-20-processed-gene-30.2-mRNA-1	IPR001611
maker-0start-augustus-gene-281.2-mRNA-1	IPR000956,IPR026729
maker-114-augustus-gene-1.1-mRNA-1	IPR000418,IPR003118
maker-410-snap-gene-0.5-mRNA-1	IPR001806
augustus_masked-366-processed-gene-10.18-mRNA-1	IPR016576
maker-20-augustus-gene-52.6-mRNA-1	IPR019464,IPR031176,IPR031179
maker-6-augustus-gene-176.6-mRNA-1	IPR006539,IPR030360,IPR032630,IPR032631
augustus_masked-460-processed-gene-0.9-mRNA-1	IPR006628,IPR030501
snap_masked-246327-processed-gene-0.0-mRNA-1	IPR040175
maker-23-augustus-gene-16.7-mRNA-1	IPR000262,IPR037396
augustus_masked-111796-processed-gene-0.12-mRNA-1	IPR001660,IPR002515,IPR004092
maker-114-augustus-gene-10.42-mRNA-1	IPR001781
maker-4-augustus-gene-54.17-mRNA-1	IPR001134,IPR015526,IPR020067
maker-223-snap-gene-3.10-mRNA-1	IPR000698,IPR011021,IPR011022
maker-399-snap-gene-3.19-mRNA-1	IPR001300,IPR001876,IPR022684
snap_masked-386-processed-gene-0.15-mRNA-1	IPR007111
maker-112790-augustus-gene-0.1-mRNA-1	IPR036607,IPR039792,IPR039794
maker-3-augustus-gene-47.10-mRNA-1	IPR007330
maker-48-augustus-gene-7.25-mRNA-1	IPR000261,IPR039656
snap_masked-36-processed-gene-3.7-mRNA-1	IPR000851,IPR005324,IPR013810
maker-2-augustus-gene-197.21-mRNA-1	IPR002218,IPR004416,IPR026904
maker-61-snap-gene-3.13-mRNA-1	IPR006020
maker-13-augustus-gene-27.2-mRNA-1	IPR004827,IPR029801
maker-49-augustus-gene-2.18-mRNA-1	IPR000719
snap_masked-15-processed-gene-42.17-mRNA-1	IPR004939,IPR031222
maker-12-snap-gene-136.2-mRNA-1	IPR000219,IPR001849,IPR028569
maker-24-snap-gene-5.2-mRNA-1	IPR001870,IPR003877,IPR006594,IPR006595,IPR013144,IPR024964
augustus_masked-251761-processed-gene-0.4-mRNA-1	IPR004254
maker-68-augustus-gene-12.1-mRNA-1	IPR000361
maker-38-augustus-gene-6.20-mRNA-1	IPR001806,IPR003578
maker-72-snap-gene-4.20-mRNA-1	IPR001675
maker-227-augustus-gene-14.10-mRNA-1	IPR006888
augustus_masked-50-processed-gene-7.19-mRNA-1	IPR008197
maker-29-snap-gene-65.5-mRNA-1	IPR004166
maker-113036-snap-gene-0.5-mRNA-1	IPR001750,IPR010934
maker-471-snap-gene-0.25-mRNA-1	IPR009947
maker-10-augustus-gene-140.10-mRNA-1	IPR002666
maker-63-augustus-gene-1.5-mRNA-1	IPR012954,IPR022125,IPR040191
snap_masked-15-processed-gene-89.2-mRNA-1	IPR032098
maker-306-augustus-gene-5.55-mRNA-1	IPR001269
maker-294-augustus-gene-0.15-mRNA-1	IPR026650
augustus_masked-6-processed-gene-185.2-mRNA-1	IPR005437,IPR006028,IPR006029,IPR006201,IPR006202
maker-85-snap-gene-10.19-mRNA-1	IPR002181
maker-68-augustus-gene-33.8-mRNA-1	IPR039858
maker-12-augustus-gene-144.12-mRNA-1	IPR018794
maker-56-snap-gene-9.36-mRNA-1	IPR014830
maker-29-augustus-gene-23.14-mRNA-1	IPR004031,IPR039951
maker-50-augustus-gene-0.21-mRNA-1	IPR000956,IPR028835
maker-366-augustus-gene-12.6-mRNA-1	IPR006597,IPR013026,IPR019412,IPR019734
snap_masked-39-processed-gene-115.10-mRNA-1	IPR000504
maker-86-augustus-gene-2.6-mRNA-1	IPR000007,IPR005398
maker-12-augustus-gene-119.14-mRNA-1	IPR000048,IPR028765
snap_masked-99-processed-gene-5.8-mRNA-1	IPR001356,IPR031701,IPR032947
maker-8-snap-gene-206.10-mRNA-1	IPR000463,IPR000566,IPR031259
augustus_masked-66-processed-gene-10.22-mRNA-1	IPR027794
maker-268-augustus-gene-4.27-mRNA-1	IPR008494
maker-54-augustus-gene-84.5-mRNA-1	IPR002048
maker-4-augustus-gene-306.1-mRNA-1	IPR000086
maker-472-augustus-gene-7.1-mRNA-1	IPR003395,IPR010935
maker-109-augustus-gene-44.8-mRNA-1	IPR002938
augustus_masked-146-processed-gene-4.9-mRNA-1	IPR001660,IPR004092,IPR021987
maker-398-augustus-gene-15.9-mRNA-1	IPR001320,IPR001508,IPR019594
maker-172-snap-gene-9.31-mRNA-1	IPR000719
maker-120-snap-gene-4.5-mRNA-1	IPR002110,IPR020683,IPR027013
maker-9-snap-gene-46.5-mRNA-1	IPR001680,IPR013979,IPR017986,IPR020472,IPR024977,IPR040132
maker-59-augustus-gene-178.1-mRNA-1	IPR019145
augustus_masked-112819-processed-gene-0.4-mRNA-1	IPR002048,IPR013787
maker-318-augustus-gene-22.14-mRNA-1	IPR005123,IPR006620
maker-158-snap-gene-13.1-mRNA-1	IPR000504,IPR037366
snap_masked-7-processed-gene-43.4-mRNA-1	IPR000315,IPR001841
snap_masked-435-processed-gene-4.24-mRNA-1	IPR000533
snap_masked-41-processed-gene-16.9-mRNA-1	IPR042979
maker-318-augustus-gene-14.18-mRNA-1	IPR000215,IPR000227,IPR023796
maker-448-augustus-gene-1.23-mRNA-1	IPR024783,IPR024784,IPR024785,IPR024786
maker-40-snap-gene-7.43-mRNA-1	IPR003598,IPR003599,IPR007110,IPR013098
maker-7-augustus-gene-245.2-mRNA-1	IPR018890
maker-112384-augustus-gene-0.0-mRNA-1	IPR001611,IPR003603
maker-30-augustus-gene-5.21-mRNA-1	IPR004140
snap_masked-76-processed-gene-32.1-mRNA-1	IPR029627,IPR029628
maker-18-augustus-gene-93.1-mRNA-1	IPR008181,IPR029054
snap_masked-52-processed-gene-2.10-mRNA-1	IPR001134,IPR018933
maker-440-snap-gene-0.3-mRNA-1	IPR002035
snap_masked-39-processed-gene-3.0-mRNA-1	IPR013543
augustus_masked-442-processed-gene-5.11-mRNA-1	IPR000276,IPR000586,IPR002074,IPR017452
maker-32-augustus-gene-126.5-mRNA-1	IPR003495,IPR011629
maker-28-augustus-gene-36.3-mRNA-1	IPR001806,IPR002041
augustus_masked-315-processed-gene-0.18-mRNA-1	IPR001753
maker-69-snap-gene-7.7-mRNA-1	IPR029159
maker-208-augustus-gene-2.19-mRNA-1	IPR001733,IPR015927,IPR037712
snap_masked-112094-processed-gene-0.2-mRNA-1	IPR000353
augustus_masked-0start-processed-gene-351.7-mRNA-1	IPR007484,IPR039866
augustus_masked-49-processed-gene-32.33-mRNA-1	IPR008717
maker-49-snap-gene-33.29-mRNA-1	IPR013606,IPR027681,IPR030126
snap_masked-65-processed-gene-4.5-mRNA-1	IPR003961
maker-62-augustus-gene-43.2-mRNA-1	IPR001487,IPR003593,IPR003959,IPR041569
maker-56-augustus-gene-1.0-mRNA-1	IPR001666
maker-301-snap-gene-1.0-mRNA-1	IPR026791
snap_masked-95-processed-gene-7.12-mRNA-1	IPR001320,IPR001508,IPR019594
snap_masked-16-processed-gene-132.5-mRNA-1	IPR014821
snap_masked-136-processed-gene-1.8-mRNA-1	IPR001214
augustus_masked-23-processed-gene-11.3-mRNA-1	IPR026173
snap_masked-108-processed-gene-2.10-mRNA-1	IPR003533,IPR040163
maker-51-augustus-gene-5.1-mRNA-1	IPR001792,IPR020456
maker-49-augustus-gene-34.4-mRNA-1	IPR000133
snap_masked-16-processed-gene-28.16-mRNA-1	IPR000742,IPR001791,IPR001881
maker-2-snap-gene-197.14-mRNA-1	IPR001650,IPR011545,IPR014001,IPR014014
maker-323-augustus-gene-47.12-mRNA-1	IPR003417
snap_masked-290-processed-gene-3.27-mRNA-1	IPR002110,IPR020683
snap_masked-7-processed-gene-205.15-mRNA-1	IPR001356
augustus_masked-64-processed-gene-43.1-mRNA-1	IPR000867,IPR011390
maker-15-augustus-gene-101.14-mRNA-1	IPR000639,IPR010497
snap_masked-210-processed-gene-5.9-mRNA-1	IPR015019
snap_masked-441-processed-gene-2.28-mRNA-1	IPR037524
snap_masked-19-processed-gene-108.1-mRNA-1	IPR009471,IPR027691
maker-68-snap-gene-5.4-mRNA-1	IPR033577
snap_masked-306-processed-gene-2.6-mRNA-1	IPR001073
maker-77-augustus-gene-10.9-mRNA-1	IPR027881,IPR027882
maker-110314-snap-gene-0.5-mRNA-1	IPR007941
snap_masked-50-processed-gene-7.39-mRNA-1	IPR002048
augustus_masked-29-processed-gene-69.8-mRNA-1	IPR000719,IPR001245,IPR011598
maker-69-snap-gene-6.2-mRNA-1	IPR026667,IPR029199
maker-28-augustus-gene-8.7-mRNA-1	IPR000719
maker-15-augustus-gene-111.15-mRNA-1	IPR039495
maker-15-augustus-gene-1.6-mRNA-1	IPR029204
maker-12-augustus-gene-31.12-mRNA-1	IPR006593,IPR028838
augustus_masked-434-processed-gene-1.25-mRNA-1	IPR000219,IPR000591,IPR001478,IPR001849
maker-107889-snap-gene-0.2-mRNA-1	IPR001156
snap_masked-9-processed-gene-56.8-mRNA-1	IPR031464
augustus_masked-444-processed-gene-2.4-mRNA-1	IPR002744,IPR039796
augustus_masked-459-processed-gene-4.43-mRNA-1	IPR006634,IPR016439
augustus_masked-27-processed-gene-119.5-mRNA-1	IPR001841,IPR040383,IPR041042
maker-3-augustus-gene-103.2-mRNA-1	IPR039998
maker-16-snap-gene-5.6-mRNA-1	IPR000889
maker-153-augustus-gene-96.1-mRNA-1	IPR006671,IPR013763
maker-126-snap-gene-9.5-mRNA-1	IPR026134
maker-445-snap-gene-0.49-mRNA-1	IPR001406,IPR020097
maker-366-augustus-gene-10.6-mRNA-1	IPR002048,IPR039800
augustus_masked-4-processed-gene-163.15-mRNA-1	IPR001606
augustus_masked-66-processed-gene-9.0-mRNA-1	IPR003034,IPR004018,IPR028721
maker-10-augustus-gene-48.9-mRNA-1	IPR003604,IPR013087,IPR022755
augustus_masked-272-processed-gene-14.18-mRNA-1	IPR001325,IPR002354
maker-0start-augustus-gene-109.5-mRNA-1	IPR003894,IPR007900
maker-105-augustus-gene-4.19-mRNA-1	IPR000719,IPR001245,IPR002059
augustus_masked-370-processed-gene-3.8-mRNA-1	IPR000253,IPR033621
snap_masked-70-processed-gene-16.26-mRNA-1	IPR001806
augustus_masked-12-processed-gene-60.5-mRNA-1	IPR003593,IPR003959,IPR015415
snap_masked-112740-processed-gene-0.5-mRNA-1	IPR033096
snap_masked-113067-processed-gene-0.0-mRNA-1	IPR042344
snap_masked-95-processed-gene-9.42-mRNA-1	IPR003597,IPR003598,IPR007110,IPR037413
maker-78-augustus-gene-5.18-mRNA-1	IPR003316,IPR015633
maker-247498-snap-gene-0.0-mRNA-1	IPR003968,IPR005821,IPR028325
maker-9-augustus-gene-56.2-mRNA-1	IPR009431
augustus_masked-114-processed-gene-4.0-mRNA-1	IPR000242,IPR000387,IPR003595,IPR003961,IPR041201
maker-227-augustus-gene-5.23-mRNA-1	IPR001404,IPR003594,IPR020575
maker-447-snap-gene-0.52-mRNA-1	IPR033587
maker-458-snap-gene-0.16-mRNA-1	IPR007241
maker-47-augustus-gene-40.4-mRNA-1	IPR000884,IPR009465
snap_masked-294-processed-gene-0.12-mRNA-1	IPR002935,IPR033025
augustus_masked-112399-processed-gene-0.35-mRNA-1	IPR031314
augustus_masked-4-processed-gene-232.15-mRNA-1	IPR014782,IPR015570,IPR024571
augustus_masked-10-processed-gene-72.14-mRNA-1	IPR001952
maker-22-augustus-gene-27.0-mRNA-1	IPR001073,IPR008160
snap_masked-114-processed-gene-8.10-mRNA-1	IPR039041
maker-78-augustus-gene-5.20-mRNA-1	IPR004277
maker-386-snap-gene-0.49-mRNA-1	IPR003439,IPR003593,IPR013525
snap_masked-247425-processed-gene-0.2-mRNA-1	IPR000175
maker-14-augustus-gene-113.1-mRNA-1	IPR018863,IPR033616
snap_masked-8-processed-gene-194.7-mRNA-1	IPR007327
maker-105-augustus-gene-4.18-mRNA-1	IPR001060,IPR001452,IPR028521,IPR031160
maker-398-snap-gene-3.0-mRNA-1	IPR000014,IPR013655,IPR015524,IPR022728
snap_masked-377-processed-gene-32.8-mRNA-1	IPR007797
augustus_masked-15-processed-gene-39.22-mRNA-1	IPR000719
maker-56-snap-gene-16.1-mRNA-1	IPR000569
maker-6-augustus-gene-345.0-mRNA-1	IPR009066,IPR010483,IPR038003
maker-0start-augustus-gene-182.7-mRNA-1	IPR001752,IPR027640
maker-38-augustus-gene-13.1-mRNA-1	IPR000719
maker-295-augustus-gene-41.2-mRNA-1	IPR008604
maker-8-augustus-gene-289.12-mRNA-1	IPR006916
maker-398-snap-gene-14.26-mRNA-1	IPR013026,IPR019734,IPR042161
maker-2-snap-gene-306.7-mRNA-1	IPR006671,IPR013763,IPR028367,IPR031658
snap_masked-111604-processed-gene-0.1-mRNA-1	IPR000595
maker-209-augustus-gene-1.1-mRNA-1	IPR000225,IPR001507,IPR013026,IPR013105,IPR019734
maker-40-snap-gene-1.34-mRNA-1	IPR000408
