maker-22-augustus-gene-57.1-mRNA-1	PR01405
augustus_masked-13-processed-gene-51.11-mRNA-1	PR00398
maker-21-augustus-gene-33.8-mRNA-1	PR00237,PR01244
maker-105-augustus-gene-3.9-mRNA-1	PR01320,PR01331
snap_masked-329-processed-gene-1.35-mRNA-1	PR00389
maker-106-augustus-gene-11.7-mRNA-1	PR00237
maker-1-snap-gene-314.17-mRNA-1	PR00253,PR01079
augustus_masked-66-processed-gene-2.12-mRNA-1	PR00452
maker-16-augustus-gene-133.0-mRNA-1	PR00779
maker-47-snap-gene-3.0-mRNA-1	PR00449
maker-14-augustus-gene-37.19-mRNA-1	PR00488
maker-25-augustus-gene-121.0-mRNA-1	PR01415
maker-113041-augustus-gene-0.1-mRNA-1	PR00785
maker-113-augustus-gene-10.0-mRNA-1	PR01742
maker-136-augustus-gene-0.27-mRNA-1	PR00019
maker-65-augustus-gene-7.50-mRNA-1	PR00449
maker-25-augustus-gene-95.25-mRNA-1	PR01415
maker-7-augustus-gene-123.4-mRNA-1	PR00024
maker-268-augustus-gene-40.0-mRNA-1	PR00481
snap_masked-335-processed-gene-0.4-mRNA-1	PR00237,PR00246,PR00591
augustus_masked-13-processed-gene-19.3-mRNA-1	PR00370,PR01125
maker-318-augustus-gene-18.2-mRNA-1	PR00320
maker-186-augustus-gene-2.30-mRNA-1	PR01463,PR01465
augustus_masked-263-processed-gene-4.3-mRNA-1	PR01077,PR01446
snap_masked-16-processed-gene-137.5-mRNA-1	PR00248
maker-112979-snap-gene-0.25-mRNA-1	PR00926
maker-209-snap-gene-4.3-mRNA-1	PR01815,PR01816
maker-68-augustus-gene-65.2-mRNA-1	PR00625
maker-372-augustus-gene-10.6-mRNA-1	PR00747
maker-323-augustus-gene-40.12-mRNA-1	PR01789
snap_masked-10-processed-gene-75.8-mRNA-1	PR00237,PR01565
maker-435-snap-gene-0.6-mRNA-1	PR00342
augustus_masked-316-processed-gene-7.6-mRNA-1	PR00237,PR00530
maker-13-augustus-gene-176.4-mRNA-1	PR00401,PR00678
maker-249124-augustus-gene-0.1-mRNA-1	PR01248
maker-99-augustus-gene-133.9-mRNA-1	PR01499
maker-111790-augustus-gene-0.8-mRNA-1	PR00008
maker-186-augustus-gene-4.15-mRNA-1	PR01161,PR01164
maker-0start-snap-gene-247.7-mRNA-1	PR01415
augustus_masked-58-processed-gene-0.25-mRNA-1	PR01415
maker-282-snap-gene-4.25-mRNA-1	PR00450
maker-39-snap-gene-119.21-mRNA-1	PR00475
snap_masked-275-processed-gene-7.13-mRNA-1	PR00895
maker-55-augustus-gene-0.21-mRNA-1	PR00171
snap_masked-7-processed-gene-2.20-mRNA-1	PR00176,PR01206
maker-111676-augustus-gene-0.6-mRNA-1	PR00146
maker-7-augustus-gene-217.6-mRNA-1	PR00321
maker-29-augustus-gene-33.4-mRNA-1	PR00177
maker-9-augustus-gene-48.11-mRNA-1	PR00449
maker-25-augustus-gene-123.0-mRNA-1	PR01415
maker-373-snap-gene-3.21-mRNA-1	PR00014
maker-54-augustus-gene-55.0-mRNA-1	PR00259
maker-146-augustus-gene-1.0-mRNA-1	PR00991
maker-21-augustus-gene-31.3-mRNA-1	PR00722
maker-436-snap-gene-0.11-mRNA-1	PR00205
maker-252066-snap-gene-0.3-mRNA-1	PR01301
maker-160-snap-gene-8.28-mRNA-1	PR01463
maker-25-augustus-gene-140.1-mRNA-1	PR00669
maker-295-augustus-gene-50.2-mRNA-1	PR00001,PR00010,PR00722
augustus_masked-3-processed-gene-72.0-mRNA-1	PR00081
maker-164-snap-gene-0.3-mRNA-1	PR00024
maker-2-augustus-gene-102.9-mRNA-1	PR00014
maker-43-snap-gene-3.22-mRNA-1	PR01243
maker-112916-augustus-gene-0.26-mRNA-1	PR00103
maker-68-snap-gene-24.1-mRNA-1	PR00252,PR00254
maker-47-augustus-gene-38.1-mRNA-1	PR00360,PR00399
maker-229-snap-gene-9.12-mRNA-1	PR00205
maker-201-augustus-gene-2.0-mRNA-1	PR00836
maker-13-augustus-gene-217.3-mRNA-1	PR00371,PR00406
maker-65-snap-gene-2.5-mRNA-1	PR00014,PR00109
maker-9-augustus-gene-16.5-mRNA-1	PR00024,PR00031
maker-371-augustus-gene-14.9-mRNA-1	PR00721
maker-49-augustus-gene-27.12-mRNA-1	PR00452,PR00497
maker-83-snap-gene-9.26-mRNA-1	PR00700
maker-190-augustus-gene-0.0-mRNA-1	PR00405
augustus_masked-112649-processed-gene-0.2-mRNA-1	PR01349
augustus_masked-0start-processed-gene-559.4-mRNA-1	PR00249,PR01694
maker-268-snap-gene-5.14-mRNA-1	PR00171
snap_masked-16-processed-gene-36.9-mRNA-1	PR01657,PR01658
maker-13-augustus-gene-100.0-mRNA-1	PR00503
augustus_masked-22-processed-gene-19.5-mRNA-1	PR00173
snap_masked-12-processed-gene-20.1-mRNA-1	PR00326
augustus_masked-326-processed-gene-0.17-mRNA-1	PR00318,PR00440
snap_masked-112743-processed-gene-0.15-mRNA-1	PR00237,PR01523,PR01526
augustus_masked-397-processed-gene-1.22-mRNA-1	PR00237,PR00245
maker-10-augustus-gene-16.10-mRNA-1	PR00011
maker-15-augustus-gene-167.10-mRNA-1	PR00218
augustus_masked-32-processed-gene-113.0-mRNA-1	PR00315
maker-318-augustus-gene-10.1-mRNA-1	PR00010
maker-15-augustus-gene-42.7-mRNA-1	PR00404
maker-323-snap-gene-107.2-mRNA-1	PR00053
maker-148-augustus-gene-1.7-mRNA-1	PR00886
maker-25-augustus-gene-145.1-mRNA-1	PR01349,PR01892
maker-8-augustus-gene-259.7-mRNA-1	PR00106
augustus_masked-406-processed-gene-0.13-mRNA-1	PR00258,PR00722
augustus_masked-307-processed-gene-0.0-mRNA-1	PR00738
maker-31-augustus-gene-32.13-mRNA-1	PR00167
maker-25-augustus-gene-113.12-mRNA-1	PR00380
maker-66-snap-gene-1.9-mRNA-1	PR00249
maker-295-snap-gene-15.1-mRNA-1	PR00336
augustus_masked-248984-processed-gene-0.1-mRNA-1	PR01185
augustus_masked-49-processed-gene-21.10-mRNA-1	PR00088
maker-130-snap-gene-3.37-mRNA-1	PR00024,PR00025
maker-39-snap-gene-4.4-mRNA-1	PR00018,PR00722
maker-365-augustus-gene-0.14-mRNA-1	PR00449
augustus_masked-112855-processed-gene-0.12-mRNA-1	PR00237,PR00644
maker-2-augustus-gene-243.1-mRNA-1	PR00937
augustus_masked-13-processed-gene-218.4-mRNA-1	PR01046
snap_masked-23-processed-gene-25.27-mRNA-1	PR00401
maker-153-augustus-gene-7.9-mRNA-1	PR00597
maker-6-augustus-gene-197.0-mRNA-1	PR00707
maker-243-augustus-gene-7.14-mRNA-1	PR00023
maker-10-augustus-gene-28.4-mRNA-1	PR00014
maker-284-snap-gene-0.13-mRNA-1	PR00449
maker-236-augustus-gene-7.6-mRNA-1	PR00262,PR00263
maker-18-snap-gene-59.10-mRNA-1	PR01939,PR01942
snap_masked-110596-processed-gene-0.4-mRNA-1	PR00081
maker-6-augustus-gene-14.1-mRNA-1	PR00237,PR01739
maker-0start-augustus-gene-19.13-mRNA-1	PR00205
augustus_masked-113274-processed-gene-0.15-mRNA-1	PR00237,PR00526
augustus_masked-257227-processed-gene-0.0-mRNA-1	PR01939,PR01941
maker-1-augustus-gene-293.14-mRNA-1	PR00315
maker-23-snap-gene-32.1-mRNA-1	PR00722
maker-79-augustus-gene-19.18-mRNA-1	PR00092
maker-66-snap-gene-5.16-mRNA-1	PR00193
augustus_masked-54-processed-gene-104.5-mRNA-1	PR00759,PR01857
maker-27-snap-gene-84.5-mRNA-1	PR00441
snap_masked-398-processed-gene-24.19-mRNA-1	PR00237,PR01157
snap_masked-112855-processed-gene-0.9-mRNA-1	PR01217
maker-451-augustus-gene-4.10-mRNA-1	PR00177
maker-385-snap-gene-1.61-mRNA-1	PR00401,PR00452,PR00499
maker-15-augustus-gene-31.8-mRNA-1	PR00006
snap_masked-67-processed-gene-44.21-mRNA-1	PR00935
maker-442-augustus-gene-3.27-mRNA-1	PR00259
snap_masked-35-processed-gene-3.16-mRNA-1	PR00398
maker-18-augustus-gene-123.1-mRNA-1	PR02085
maker-13-augustus-gene-58.1-mRNA-1	PR00926,PR00928
augustus_masked-449-processed-gene-0.3-mRNA-1	PR00326
maker-12-augustus-gene-108.0-mRNA-1	PR00449
augustus_masked-220-processed-gene-51.22-mRNA-1	PR00449
maker-54-snap-gene-6.12-mRNA-1	PR00259
snap_masked-56-processed-gene-14.10-mRNA-1	PR00360
snap_masked-26-processed-gene-101.0-mRNA-1	PR01367
augustus_masked-291-processed-gene-12.27-mRNA-1	PR00237,PR01157,PR01735
maker-323-augustus-gene-109.17-mRNA-1	PR00267
snap_masked-207-processed-gene-11.4-mRNA-1	PR00765
maker-22-augustus-gene-40.16-mRNA-1	PR00709
snap_masked-50-processed-gene-9.39-mRNA-1	PR01084
augustus_masked-368-processed-gene-23.0-mRNA-1	PR00237,PR01523,PR01524
maker-63-snap-gene-11.9-mRNA-1	PR00795
maker-54-augustus-gene-8.21-mRNA-1	PR00267
maker-358-augustus-gene-1.0-mRNA-1	PR01349,PR01843
maker-70-augustus-gene-8.26-mRNA-1	PR00249
maker-12-augustus-gene-73.0-mRNA-1	PR00165,PR01231
maker-241-augustus-gene-4.50-mRNA-1	PR01248
maker-248668-snap-gene-0.0-mRNA-1	PR00237,PR00366,PR00571
augustus_masked-368-processed-gene-45.0-mRNA-1	PR00935
maker-8-augustus-gene-257.2-mRNA-1	PR00109,PR00401,PR00452
maker-68-augustus-gene-65.1-mRNA-1	PR00320
augustus_masked-471-processed-gene-1.4-mRNA-1	PR00961
snap_masked-32-processed-gene-34.11-mRNA-1	PR01011
augustus_masked-8-processed-gene-3.4-mRNA-1	PR00380
maker-0start-augustus-gene-288.0-mRNA-1	PR00178
augustus_masked-112619-processed-gene-0.1-mRNA-1	PR00237,PR00245
augustus_masked-0start-processed-gene-36.5-mRNA-1	PR01161,PR01163
snap_masked-68-processed-gene-32.3-mRNA-1	PR00043
maker-90-augustus-gene-1.7-mRNA-1	PR00723
augustus_masked-104-processed-gene-0.20-mRNA-1	PR00203,PR00759
maker-113012-augustus-gene-3.1-mRNA-1	PR00961
augustus_masked-186-processed-gene-0.27-mRNA-1	PR00501
maker-0start-augustus-gene-380.2-mRNA-1	PR00261
augustus_masked-104266-processed-gene-0.0-mRNA-1	PR00028
snap_masked-304-processed-gene-5.2-mRNA-1	PR01251
maker-323-snap-gene-53.10-mRNA-1	PR00363
maker-227-augustus-gene-4.1-mRNA-1	PR00368,PR00411
snap_masked-172-processed-gene-57.7-mRNA-1	PR01234
maker-8-augustus-gene-190.13-mRNA-1	PR00507
snap_masked-113156-processed-gene-0.11-mRNA-1	PR00453
snap_masked-9-processed-gene-67.8-mRNA-1	PR00773
maker-7-augustus-gene-213.9-mRNA-1	PR01785,PR01787
maker-219-augustus-gene-5.8-mRNA-1	PR01415
maker-99-augustus-gene-72.6-mRNA-1	PR00926
maker-68-augustus-gene-31.21-mRNA-1	PR00252,PR00254
maker-12-augustus-gene-28.8-mRNA-1	PR01185
snap_masked-237-processed-gene-1.17-mRNA-1	PR01186
augustus_masked-363-processed-gene-0.33-mRNA-1	PR00304
maker-0start-augustus-gene-33.2-mRNA-1	PR00320
maker-6-augustus-gene-186.8-mRNA-1	PR00315
maker-7-augustus-gene-3.0-mRNA-1	PR00985
maker-22-snap-gene-33.7-mRNA-1	PR00255
maker-113103-augustus-gene-0.21-mRNA-1	PR00717
maker-0start-augustus-gene-129.11-mRNA-1	PR00189
augustus_masked-326-processed-gene-13.1-mRNA-1	PR01407
maker-282-snap-gene-3.5-mRNA-1	PR00094
snap_masked-13-processed-gene-42.0-mRNA-1	PR00010
snap_masked-112680-processed-gene-0.5-mRNA-1	PR00219
augustus_masked-445-processed-gene-0.69-mRNA-1	PR02098
maker-173-augustus-gene-0.4-mRNA-1	PR00937,PR00938
maker-111790-augustus-gene-0.5-mRNA-1	PR00398,PR01288,PR01291
snap_masked-58-processed-gene-1.35-mRNA-1	PR01367
maker-30-snap-gene-2.1-mRNA-1	PR00193
augustus_masked-422-processed-gene-6.8-mRNA-1	PR00053
maker-56-snap-gene-9.34-mRNA-1	PR00176
maker-18-snap-gene-126.11-mRNA-1	PR00783,PR02022
maker-99-augustus-gene-23.0-mRNA-1	PR00085
maker-4-augustus-gene-232.10-mRNA-1	PR00372
maker-222-augustus-gene-0.36-mRNA-1	PR00722
maker-459-snap-gene-1.15-mRNA-1	PR00053
augustus_masked-113253-processed-gene-0.3-mRNA-1	PR00237,PR00245
augustus_masked-54-processed-gene-144.13-mRNA-1	PR00237,PR00243,PR00542
snap_masked-19-processed-gene-50.2-mRNA-1	PR00205
snap_masked-186441-processed-gene-0.6-mRNA-1	PR00503
augustus_masked-323-processed-gene-90.1-mRNA-1	PR01543
augustus_masked-0start-processed-gene-34.0-mRNA-1	PR00700
maker-17-augustus-gene-35.7-mRNA-1	PR00404
augustus_masked-29-processed-gene-82.1-mRNA-1	PR00385,PR00463
augustus_masked-16-processed-gene-43.6-mRNA-1	PR00368,PR00411
augustus_masked-9-processed-gene-78.8-mRNA-1	PR00528
maker-0start-augustus-gene-417.5-mRNA-1	PR00169,PR01491,PR01493
maker-68-augustus-gene-64.16-mRNA-1	PR00290
maker-113036-snap-gene-0.3-mRNA-1	PR01165
snap_masked-19-processed-gene-112.5-mRNA-1	PR01042
maker-244314-augustus-gene-0.4-mRNA-1	PR01764
maker-410-augustus-gene-0.27-mRNA-1	PR00309
augustus_masked-7-processed-gene-121.13-mRNA-1	PR00024
augustus_masked-6-processed-gene-50.0-mRNA-1	PR00080,PR00081
augustus_masked-100-processed-gene-0.2-mRNA-1	PR00792
maker-12-snap-gene-30.5-mRNA-1	PR00599
augustus_masked-158-processed-gene-35.9-mRNA-1	PR00237,PR01146
maker-50-snap-gene-4.38-mRNA-1	PR00267
maker-2-augustus-gene-124.3-mRNA-1	PR01266
augustus_masked-43-processed-gene-17.0-mRNA-1	PR00215
maker-380-augustus-gene-43.1-mRNA-1	PR00205
augustus_masked-68-processed-gene-31.1-mRNA-1	PR00387
maker-15-snap-gene-87.9-mRNA-1	PR01881
augustus_masked-41-processed-gene-3.0-mRNA-1	PR00098,PR00099
maker-7-augustus-gene-105.10-mRNA-1	PR00410
maker-32-augustus-gene-101.6-mRNA-1	PR00031
maker-31-augustus-gene-8.10-mRNA-1	PR00368
augustus_masked-20-processed-gene-27.4-mRNA-1	PR01347
maker-206-snap-gene-1.6-mRNA-1	PR00926
maker-235-snap-gene-1.20-mRNA-1	PR00907
maker-27-augustus-gene-84.7-mRNA-1	PR00318,PR00441
maker-48-augustus-gene-28.0-mRNA-1	PR00119
maker-9-augustus-gene-50.9-mRNA-1	PR00380
augustus_masked-468-processed-gene-1.22-mRNA-1	PR00310
maker-32-augustus-gene-159.0-mRNA-1	PR00700
maker-4-augustus-gene-210.7-mRNA-1	PR00304
maker-49-augustus-gene-26.9-mRNA-1	PR00449
snap_masked-48-processed-gene-7.0-mRNA-1	PR01908,PR01910
augustus_masked-12-processed-gene-74.2-mRNA-1	PR00454
augustus_masked-21-processed-gene-56.2-mRNA-1	PR00261
maker-112702-snap-gene-0.2-mRNA-1	PR00018,PR00109
maker-2-augustus-gene-285.8-mRNA-1	PR00014,PR00109
maker-3-snap-gene-10.12-mRNA-1	PR00024
augustus_masked-71-processed-gene-10.1-mRNA-1	PR00237,PR01153
maker-9-augustus-gene-47.36-mRNA-1	PR01705
maker-6-augustus-gene-75.5-mRNA-1	PR01415
maker-377-snap-gene-22.1-mRNA-1	PR00104
maker-68-augustus-gene-31.20-mRNA-1	PR00745
maker-99-augustus-gene-112.4-mRNA-1	PR00776
maker-447-augustus-gene-0.63-mRNA-1	PR00258
maker-32-snap-gene-141.10-mRNA-1	PR00173
maker-209-augustus-gene-2.47-mRNA-1	PR00722
augustus_masked-19-processed-gene-52.2-mRNA-1	PR00205
maker-58-snap-gene-8.42-mRNA-1	PR00449
maker-158-augustus-gene-23.7-mRNA-1	PR00376
maker-48-augustus-gene-30.18-mRNA-1	PR01432
maker-10-augustus-gene-21.16-mRNA-1	PR00008
maker-34-snap-gene-23.6-mRNA-1	PR01680
maker-18-augustus-gene-69.0-mRNA-1	PR00785
maker-4-augustus-gene-96.3-mRNA-1	PR01415
snap_masked-309-processed-gene-0.32-mRNA-1	PR01284
maker-0start-snap-gene-99.2-mRNA-1	PR00011
snap_masked-9-processed-gene-47.11-mRNA-1	PR01213
maker-34-augustus-gene-14.13-mRNA-1	PR00276,PR00277
snap_masked-7-processed-gene-155.2-mRNA-1	PR01270
augustus_masked-5-processed-gene-41.1-mRNA-1	PR00449
augustus_masked-97950-processed-gene-0.3-mRNA-1	PR00237,PR00652
snap_masked-126-processed-gene-4.18-mRNA-1	PR00452
maker-7-augustus-gene-259.6-mRNA-1	PR01626,PR01628
maker-32-augustus-gene-74.4-mRNA-1	PR01857
maker-9-augustus-gene-19.3-mRNA-1	PR00252,PR00253,PR01673,PR01674
augustus_masked-291-processed-gene-12.30-mRNA-1	PR00237,PR01157
augustus_masked-14-processed-gene-52.14-mRNA-1	PR00501
maker-101775-augustus-gene-0.10-mRNA-1	PR01248
maker-47-augustus-gene-0.7-mRNA-1	PR00270
snap_masked-194882-processed-gene-0.1-mRNA-1	PR00452,PR00499
maker-31-snap-gene-25.3-mRNA-1	PR00420
maker-446-augustus-gene-1.19-mRNA-1	PR00024
maker-10-snap-gene-80.31-mRNA-1	PR00722
maker-55-snap-gene-11.13-mRNA-1	PR01210
snap_masked-473-processed-gene-4.6-mRNA-1	PR01265
maker-17-augustus-gene-0.3-mRNA-1	PR00401
maker-112432-snap-gene-1.4-mRNA-1	PR00245
maker-0start-augustus-gene-465.11-mRNA-1	PR00420
augustus_masked-25-processed-gene-142.12-mRNA-1	PR00237,PR01012,PR01015
snap_masked-46-processed-gene-6.28-mRNA-1	PR00320
augustus_masked-285-processed-gene-0.7-mRNA-1	PR00144
augustus_masked-0start-processed-gene-531.4-mRNA-1	PR01585
maker-229-augustus-gene-8.14-mRNA-1	PR01161,PR01163
maker-112743-augustus-gene-0.0-mRNA-1	PR00722
maker-38-augustus-gene-12.2-mRNA-1	PR00267
snap_masked-35-processed-gene-2.9-mRNA-1	PR00237
maker-47-augustus-gene-54.10-mRNA-1	PR00027
maker-18-augustus-gene-64.27-mRNA-1	PR00342
augustus_masked-464-processed-gene-21.11-mRNA-1	PR00805
maker-4-snap-gene-220.0-mRNA-1	PR00449
maker-1-augustus-gene-314.14-mRNA-1	PR00253
snap_masked-10-processed-gene-75.7-mRNA-1	PR00237,PR01565,PR01566
augustus_masked-249341-processed-gene-0.0-mRNA-1	PR00237,PR00246,PR00590
augustus_masked-35-processed-gene-13.21-mRNA-1	PR00237,PR01157
maker-268-snap-gene-33.3-mRNA-1	PR01550,PR01551
maker-18-augustus-gene-89.10-mRNA-1	PR00473,PR00959
augustus_masked-68-processed-gene-61.12-mRNA-1	PR00415
snap_masked-410-processed-gene-0.51-mRNA-1	PR00237,PR01066,PR01157
augustus_masked-2-processed-gene-219.10-mRNA-1	PR00503
maker-15-augustus-gene-214.8-mRNA-1	PR00042
augustus_masked-1-processed-gene-17.16-mRNA-1	PR00722
maker-246104-snap-gene-0.8-mRNA-1	PR00119
maker-99-augustus-gene-17.6-mRNA-1	PR00449
maker-0start-augustus-gene-459.1-mRNA-1	PR00196,PR01811
maker-80-augustus-gene-12.13-mRNA-1	PR00169,PR01459
maker-66-snap-gene-5.12-mRNA-1	PR00193
snap_masked-0start-processed-gene-218.2-mRNA-1	PR00465
maker-8-snap-gene-68.3-mRNA-1	PR00153
snap_masked-113-processed-gene-35.5-mRNA-1	PR00421
maker-39-augustus-gene-92.1-mRNA-1	PR00449
augustus_masked-69-processed-gene-0.3-mRNA-1	PR00206
maker-1-augustus-gene-179.18-mRNA-1	PR00762,PR01115
maker-55-snap-gene-12.4-mRNA-1	PR00237,PR00424
augustus_masked-18-processed-gene-63.1-mRNA-1	PR00867
maker-246107-snap-gene-0.0-mRNA-1	PR00119
maker-230-augustus-gene-3.19-mRNA-1	PR00320
maker-112735-snap-gene-0.5-mRNA-1	PR00047,PR00398,PR01293
maker-146-snap-gene-5.15-mRNA-1	PR00326
maker-186-augustus-gene-2.31-mRNA-1	PR00390
maker-252004-augustus-gene-0.8-mRNA-1	PR00452
maker-12-augustus-gene-84.28-mRNA-1	PR01976
snap_masked-38-processed-gene-20.45-mRNA-1	PR00452
maker-67-snap-gene-10.34-mRNA-1	PR00252,PR00254
maker-27-snap-gene-113.11-mRNA-1	PR00205
maker-35-augustus-gene-1.19-mRNA-1	PR00661,PR00935
augustus_masked-87-processed-gene-8.17-mRNA-1	PR00019
augustus_masked-0start-processed-gene-531.3-mRNA-1	PR01095,PR01333,PR01585
maker-146-augustus-gene-1.1-mRNA-1	PR00008
augustus_masked-28-processed-gene-0.13-mRNA-1	PR00401
maker-13-augustus-gene-4.2-mRNA-1	PR01301
augustus_masked-6-processed-gene-255.2-mRNA-1	PR00068
snap_masked-376-processed-gene-4.7-mRNA-1	PR00104
snap_masked-0start-processed-gene-541.2-mRNA-1	PR00237
maker-295-augustus-gene-42.14-mRNA-1	PR00237,PR00358,PR00637
maker-1-snap-gene-60.7-mRNA-1	PR00633
maker-4-augustus-gene-209.5-mRNA-1	PR00449
augustus_masked-157-processed-gene-0.19-mRNA-1	PR00722
maker-32-snap-gene-75.1-mRNA-1	PR00153
maker-65-augustus-gene-3.21-mRNA-1	PR00007
maker-16-augustus-gene-29.14-mRNA-1	PR00449
augustus_masked-16-processed-gene-28.35-mRNA-1	PR00453,PR00759
augustus_masked-130-processed-gene-0.5-mRNA-1	PR00452
augustus_masked-32-processed-gene-211.7-mRNA-1	PR01597,PR01599
snap_masked-323-processed-gene-59.0-mRNA-1	PR00081
maker-192927-snap-gene-0.5-mRNA-1	PR01166
maker-113223-augustus-gene-0.22-mRNA-1	PR01415
maker-38-augustus-gene-3.7-mRNA-1	PR00360,PR00399
snap_masked-473-processed-gene-4.7-mRNA-1	PR00010
snap_masked-1-processed-gene-251.2-mRNA-1	PR00452,PR00499
maker-9-snap-gene-49.11-mRNA-1	PR00717
augustus_masked-223-processed-gene-2.13-mRNA-1	PR00001,PR00722
augustus_masked-251749-processed-gene-0.5-mRNA-1	PR00509
maker-380-augustus-gene-40.2-mRNA-1	PR00304
maker-247327-augustus-gene-0.10-mRNA-1	PR00320
snap_masked-112892-processed-gene-0.22-mRNA-1	PR00368,PR00469
maker-1-augustus-gene-191.7-mRNA-1	PR00003
maker-0start-augustus-gene-129.9-mRNA-1	PR00205,PR01818,PR01819
maker-252200-snap-gene-0.9-mRNA-1	PR00023
snap_masked-35-processed-gene-10.5-mRNA-1	PR01347
maker-283-augustus-gene-6.9-mRNA-1	PR01906
maker-380-augustus-gene-31.13-mRNA-1	PR00390
maker-377-augustus-gene-32.14-mRNA-1	PR01772
augustus_masked-1-processed-gene-227.0-mRNA-1	PR00449
maker-6-augustus-gene-50.4-mRNA-1	PR00762,PR01114
maker-202-augustus-gene-3.27-mRNA-1	PR00262,PR00263
maker-4-augustus-gene-218.1-mRNA-1	PR00259
maker-112892-augustus-gene-2.3-mRNA-1	PR00401,PR00452
augustus_masked-21-processed-gene-73.7-mRNA-1	PR00237,PR01012,PR01014
maker-10-augustus-gene-72.17-mRNA-1	PR00786
maker-91-snap-gene-2.13-mRNA-1	PR00653
maker-21-augustus-gene-31.1-mRNA-1	PR00376
maker-410-snap-gene-0.10-mRNA-1	PR00380
maker-209-augustus-gene-4.17-mRNA-1	PR00888,PR00890
maker-54-snap-gene-73.0-mRNA-1	PR00269
snap_masked-323-processed-gene-69.5-mRNA-1	PR00138
maker-380-augustus-gene-43.4-mRNA-1	PR00452
maker-9-augustus-gene-47.38-mRNA-1	PR00109
maker-243-snap-gene-4.7-mRNA-1	PR00452
maker-62-snap-gene-45.18-mRNA-1	PR00452,PR00499
snap_masked-1-processed-gene-384.0-mRNA-1	PR00237
snap_masked-184-processed-gene-2.0-mRNA-1	PR00453
snap_masked-220-processed-gene-54.56-mRNA-1	PR00402
maker-323-augustus-gene-65.7-mRNA-1	PR01884
maker-368-augustus-gene-57.3-mRNA-1	PR01850
maker-114-snap-gene-7.29-mRNA-1	PR00756
augustus_masked-112979-processed-gene-0.6-mRNA-1	PR00401,PR00452,PR00499
maker-231-snap-gene-6.10-mRNA-1	PR00010,PR01983
maker-54-augustus-gene-21.7-mRNA-1	PR00658,PR01265
maker-482-augustus-gene-26.12-mRNA-1	PR00707
maker-95-augustus-gene-2.11-mRNA-1	PR00321
maker-12-augustus-gene-100.0-mRNA-1	PR01251,PR01253
augustus_masked-303-processed-gene-0.13-mRNA-1	PR00237,PR00646
augustus_masked-132-processed-gene-11.12-mRNA-1	PR00008
maker-1-augustus-gene-366.4-mRNA-1	PR00723
augustus_masked-112984-processed-gene-0.4-mRNA-1	PR00237,PR00245
maker-32-augustus-gene-142.11-mRNA-1	PR00094
maker-12-augustus-gene-144.13-mRNA-1	PR00007
maker-9-snap-gene-74.18-mRNA-1	PR00301
maker-181-augustus-gene-6.36-mRNA-1	PR00237,PR00238,PR00666
augustus_masked-16-processed-gene-26.16-mRNA-1	PR00111
snap_masked-58-processed-gene-6.8-mRNA-1	PR00109
maker-112052-augustus-gene-0.1-mRNA-1	PR00765
augustus_masked-112856-processed-gene-0.6-mRNA-1	PR00405
maker-149-augustus-gene-1.14-mRNA-1	PR01367
maker-1-snap-gene-278.2-mRNA-1	PR01035
maker-46-augustus-gene-2.29-mRNA-1	PR01307,PR01312
maker-113230-augustus-gene-0.47-mRNA-1	PR01011
maker-54-augustus-gene-140.8-mRNA-1	PR01705
augustus_masked-15-processed-gene-47.0-mRNA-1	PR01259
maker-84-augustus-gene-0.37-mRNA-1	PR01078
snap_masked-448-processed-gene-2.29-mRNA-1	PR00043
maker-12-snap-gene-72.27-mRNA-1	PR00013
maker-68-augustus-gene-6.1-mRNA-1	PR00705
maker-112416-snap-gene-0.0-mRNA-1	PR01276
maker-15-augustus-gene-16.8-mRNA-1	PR00173
maker-275-augustus-gene-7.29-mRNA-1	PR00762,PR01118
maker-0start-augustus-gene-172.1-mRNA-1	PR00237,PR00384,PR00532
maker-45-snap-gene-4.3-mRNA-1	PR00633
maker-430-snap-gene-0.20-mRNA-1	PR00625
augustus_masked-9-processed-gene-72.8-mRNA-1	PR00237,PR00556,PR01103
snap_masked-33-processed-gene-19.11-mRNA-1	PR00047,PR00398,PR01288,PR01289
maker-268-augustus-gene-10.27-mRNA-1	PR01922
maker-0start-augustus-gene-53.15-mRNA-1	PR00449
maker-435-augustus-gene-5.26-mRNA-1	PR00401,PR00629
augustus_masked-260-processed-gene-0.0-mRNA-1	PR00401
snap_masked-8-processed-gene-90.6-mRNA-1	PR00237,PR00384
maker-14-snap-gene-41.11-mRNA-1	PR00626
maker-44-snap-gene-7.12-mRNA-1	PR00109
maker-53-snap-gene-4.9-mRNA-1	PR01349,PR01891
snap_masked-29-processed-gene-0.11-mRNA-1	PR01301
maker-80-augustus-gene-18.16-mRNA-1	PR00069
maker-238-snap-gene-35.12-mRNA-1	PR00888,PR00890
maker-429-augustus-gene-0.7-mRNA-1	PR00024,PR00031
maker-4-augustus-gene-99.21-mRNA-1	PR01851
maker-364-snap-gene-0.36-mRNA-1	PR00683
maker-39-augustus-gene-116.16-mRNA-1	PR00926
maker-43-snap-gene-8.3-mRNA-1	PR00389
augustus_masked-54-processed-gene-63.3-mRNA-1	PR00480
snap_masked-189-processed-gene-1.45-mRNA-1	PR00261
augustus_masked-59-processed-gene-169.1-mRNA-1	PR01705
maker-447-augustus-gene-0.53-mRNA-1	PR00024
